100 0.3822895 0.367352812572705 0.397226187427295 0.0319153831305285
200 0.3715155 0.360629378433121 0.382401621566879 0.0232604948254829
300 0.3429544 0.336438166267532 0.349470633732468 0.0139233077716922
400 0.33531185 0.330380742057803 0.340242957942197 0.0105363521864718
500 0.33324475 0.326926899099406 0.339562600900594 0.0134994210085392
600 0.33028775 0.324897377730887 0.335678122269113 0.0115176672888357
700 0.323771 0.320558173426871 0.326983826573129 0.00686488162200998
800 0.32368315 0.32017560971771 0.32719069028229 0.00749459962257034
900 0.3239765 0.321279843800472 0.326673156199528 0.00576197474829595
1000 0.32261015 0.319630443400365 0.325589856599635 0.00636677162903742
1100 0.31919205 0.316385507534387 0.321998592465613 0.00599676993296787
1200 0.3192388 0.316424861171924 0.322052738828076 0.00601257382140917
1300 0.3177023 0.314668646345036 0.320735953654964 0.00648204089124633
1400 0.31638835 0.314522484046085 0.318254215953915 0.00398681615848774
1500 0.31817465 0.315630960364503 0.320718339635497 0.00543512942057695
1600 0.31620875 0.314247675067193 0.318169824932807 0.00419025022334114
1700 0.3167688 0.314024692537521 0.319512907462479 0.00586336437999819
1800 0.31656825 0.314339348417393 0.318797151582607 0.00476251835056555
