100 278 269 287 18.86
200 595 580 610 32.46
300 900 888 913 26.58
400 1224 1208 1240 34.68
500 1558 1537 1579 44.86
600 1877 1857 1896 41.34
700 2213 2186 2239 56.98
800 2503 2475 2532 60.87
900 2850 2819 2881 65.69
1000 3134 3096 3172 82.08
1100 3489 3449 3529 84.71
1200 3836 3814 3858 47.17
1300 4138 4102 4174 77.78
1400 4463 4428 4497 73.82
1500 4781 4747 4814 70.67
1600 5134 5089 5180 97.46
1700 5455 5421 5489 73.06
1800 5788 5745 5831 51.63
