100 0.36136115 0.350308689676911 0.372413610323089 0.0236159126622507
200 0.3370745 0.328290769831147 0.345858230168853 0.0187682921677689
300 0.333442 0.32884575494462 0.33803824505538 0.009820846999596
400 0.32699285 0.322662718790968 0.331322981209032 0.00925223863821188
500 0.3212175 0.31690351303871 0.32553148696129 0.00921774304777133
600 0.31986805 0.31652463277676 0.32321146722324 0.00714391609011693
700 0.3165416 0.31270714659141 0.32037605340859 0.00819311846933947
800 0.3197697 0.316146701510153 0.323392698489847 0.00774130043542938
900 0.31592765 0.312496877245722 0.319358422754278 0.00733056960718534
1000 0.31928125 0.315418193040056 0.323144306959944 0.00825423598986095
1100 0.31546455 0.311832629094498 0.319096470905502 0.00776036505838956
1200 0.3128663 0.311076476944517 0.314656123055483 0.00382433446703992
1300 0.31426915 0.311545319948659 0.316992980051341 0.00582003741419516
1400 0.3137854 0.311372602085486 0.316198197914514 0.00515545165105015
1500 0.31383675 0.311657408899355 0.316016091100645 0.00465662192756893
1600 0.31173685 0.308951415073207 0.314522284926793 0.00595166922428182
1700 0.3117021 0.309760507456508 0.313643692543492 0.00414862198935096
1800 0.311023625 0.308689746834658 0.313357503165342 0.0027916790614508
