100 893.1 812.710465906885 973.489534093115
300 2283 2066.15736396674 2499.84263603326
500 3604.33333333333 3334.03177885172 3874.63488781495
700 5359.5 5041.57726626544 5677.42273373456
900 6593.4 6132.52471495388 7054.27528504612
1100 8705.44444444445 8050.58934625924 9360.29954262965
