2 60.2082 53436
3 25.0518 22234
4 9.5896 8511
5 3.3430 2967
6 1.1797 1047
7 0.4124 366
8 0.1532 136
9 0.0338 30
10 0.0169 15
11 0.0090 8
12 0.0023 2
