100 282 276 287 11.73
200 585 569 602 35.20
300 869 821 918 103.76
400 1239 1178 1300 130.36
500 1513 1483 1542 62.54
600 1756 1733 1778 48.49
700 2036 2008 2065 61.19
800 2303 2271 2335 68.39
900 2598 2557 2639 88.03
1000 2944 2901 2987 91.50
1100 3279 3222 3336 121.49
1200 3568 3508 3629 129.39
1300 3862 3820 3905 91.05
1400 4152 4106 4198 98.87
1500 4437 4393 4482 95.42
1600 4711 4669 4752 88.91
1700 5048 4945 5151 220.31
1800 5267 5232 5302 75.03
