100 0.37887805 0.363511324916847 0.394244775083153 0.0328342492856965
200 0.3675506 0.358097499478786 0.377003700521214 0.0201985431090046
300 0.3471307 0.339364162310303 0.354897237689697 0.0165948458900886
400 0.3464613 0.340904859705166 0.352017740294834 0.0118725066528115
500 0.3443505 0.338651206316759 0.350049793683241 0.0121777430477426
600 0.34830205 0.341753702174315 0.354850397825685 0.0139919263053452
700 0.34667185 0.341569904488998 0.351773795511002 0.0109013826852377
800 0.325099 0.310128620799182 0.340069379200818 0.031987372710921
900 0.32595175 0.314753275451172 0.337150224548828 0.0239279028528246
1000 0.32488265 0.3196574645134 0.3301078354866 0.0111647108868453
1100 0.33503995 0.330222033071707 0.339857866928293 0.0102944957110456
1200 0.3386643 0.335894019969736 0.341434580030264 0.00591928759138071
1300 0.34187495 0.338080695443428 0.345669204556572 0.00810722514327092
1400 0.34198545 0.338576277431873 0.345394622568127 0.00728441625356921
1500 0.3383846 0.335262323539664 0.341506876460336 0.00667140220722198
1600 0.34074215 0.336636239331945 0.344848060668055 0.00877314415987792
1700 0.33996975 0.335853038845984 0.344086461154016 0.0087962216761696
1800 0.3385104 0.333174630039105 0.343846169960895 0.0114009979406237
