100 327 314 340 28.25
200 617 599 634 37.35
300 905 885 925 42.37
400 1186 1168 1204 38.64
500 1439 1413 1466 55.97
600 1712 1678 1746 72.22
700 1988 1963 2014 54.29
800 2290 2263 2317 57.57
900 2579 2511 2648 146.69
1000 2904 2850 2958 114.78
1100 3147 3096 3198 108.17
1200 3439 3377 3500 132.16
1300 3691 3656 3726 74.00
1400 3992 3930 4054 132.53
1500 4270 4223 4317 100.95
1600 4509 4464 4553 95.86
1700 4768 4722 4813 97.21
1800 5185 5045 5326 300.16
